,price
0,10.0
1,10.009563386909317
2,9.776149444619847
3,9.608433114973746
4,9.470313141304016
5,9.391479858685765
6,9.391479858685765
7,9.178576003076603
8,9.117907057313737
9,9.05659143808484
10,9.05659143808484
11,9.138573554206287
12,9.412072842498516
13,9.412072842498516
14,9.45033065248074
15,9.45033065248074
16,9.476090331501668
17,9.507792099501573
18,9.574753204380222
19,9.490849791271538
20,9.357453084964924
21,9.357453084964924
22,9.209670292029132
23,9.111175370185693
24,8.946070458415864
25,9.004590066132403
26,9.004590066132403
27,9.157644382370123
28,9.240032670235953
29,9.077976686707162
30,9.138863161632484
31,9.077120831099526
32,9.304091915548016
33,9.144437491901302
34,9.07600132974083
35,9.24167360154456
36,9.343704982489877
37,9.366965908728496
38,9.401866257239009
39,9.399065756808543
40,9.279734312765651
41,9.235433148948584
42,9.496598005455564
43,9.361339413862108
44,9.376563932358804
45,9.468873365814195
46,9.468873365814195
47,9.72185321700876
48,9.72185321700876
49,9.768285105721992
50,9.65304323773598
51,9.838544432920482
52,9.746051209984335
53,9.746051209984335
54,9.49868878509275
55,9.627111193976477
56,9.524405995862582
57,9.782363291209156
58,9.782363291209156
59,9.782363291209156
60,9.782363291209156
61,9.841988093441305
62,9.808287596075706
63,9.688571164123774
64,9.708702221025517
65,9.590063421073658
66,9.590063421073658
67,10.026102624006636
68,10.01882868637361
69,10.154370845664381
70,9.997335835085448
71,10.006919995434071
72,10.196682983369564
73,10.346943569194114
74,10.346943569194114
75,10.42623141207882
76,10.33293943875685
77,10.411765365168993
78,10.449787198116537
79,10.614445391878712
80,10.563720387143704
81,10.62764660264554
82,10.831518903777344
83,10.722640928443193
84,10.693093980854977
85,10.60288560519221
86,10.766130151485095
87,11.136449173715963
88,11.348219431812375
89,11.348219431812375
90,11.348219431812375
91,11.31189824798006
92,11.127209609834342
93,10.788194198725671
94,10.922599191927404
95,10.759425087210007
96,10.759425087210007
97,10.86289025692146
98,10.86289025692146
99,10.86289025692146
100,10.86289025692146
101,11.264530775471739
102,11.246008099383957
103,11.400327802397875
104,11.400327802397875
105,11.400327802397875
106,11.400327802397875
107,11.607782078600707
108,11.548918878815046
109,11.749802195436326
110,11.936268586169744
111,11.936268586169744
112,11.96554605801248
113,12.200809249874242
114,12.200809249874242
115,11.725164180305116
116,11.552923263993401
117,11.885642199201119
118,11.929016252046106
119,11.984594241426787
120,11.984594241426787
121,12.168965249964133
122,12.171032710756625
123,12.27268901439095
124,12.109999920708635
125,11.945954184661064
126,12.023488162556102
127,12.225546250605294
128,12.225546250605294
129,12.324409033400785
130,12.3143065287729
131,12.341697199913314
132,12.06468017367282
133,12.06468017367282
134,11.902500960383037
135,11.741271834432313
136,11.566473705709765
137,11.790968725411165
138,11.790968725411165
139,11.654121121914265
140,11.593243870315687
141,11.651417342222615
142,11.591236499134029
143,11.591236499134029
144,11.628412001027224
145,11.831964926459687
146,11.828182225078606
147,12.00158034115665
148,12.100509877614355
149,12.010730164524677
150,12.237871771550505
151,12.327716525618873
152,12.649276090217167
153,12.538187406353748
154,12.636078923296228
155,12.636078923296228
156,12.64766069570962
157,12.857464419827863
158,13.010913618388498
159,13.176602471701104
160,13.02764831065511
161,13.02764831065511
162,13.302045840557165
163,13.369843922728435
164,13.282166334936454
165,13.055352736972539
166,13.21425453092108
167,13.281253347853243
168,13.541667470142903
169,13.357001925148644
170,13.332443082968586
171,13.554661357188165
172,13.572092053132709
173,13.448505241502518
174,13.451158645486588
175,13.497302880232912
176,13.516592391851024
177,13.508895762503808
178,13.633717361567493
179,13.559238621933535
180,13.429971088460672
181,13.191674375098392
182,12.982688322495058
183,12.776352593582823
184,12.79052766371778
185,12.86990280783972
186,13.081863928378587
187,12.754761687343658
188,12.954650165735645
189,12.776439770786252
190,12.776439770786252
191,12.776439770786252
192,13.401190684179705
193,13.145172802631585
194,12.995832620207254
195,13.255422610998638
196,13.17674930525216
197,13.157625809417686
198,13.157625809417686
199,13.0177155765812
200,13.198662169668328
201,13.41770686431572
202,13.225099813225505
203,13.225099813225505
204,13.225099813225505
205,12.987823896831774
206,12.987823896831774
207,12.742073706015224
208,12.742073706015224
209,12.745600336837144
210,12.745600336837144
211,12.927298848480778
212,12.656000589857015
213,12.586747747213964
214,12.82594056192343
215,12.949628133308408
216,12.949628133308408
217,13.244410571151226
218,13.444428050481855
219,13.521292024904005
220,13.407057648232213
221,13.639891873529965
222,13.556857009855545
223,13.437747371247973
224,13.338245360960796
225,13.301376733201046
226,13.104706363099075
227,13.234061506636
228,13.234061506636
229,13.35966299753469
230,13.381162905722528
231,13.232077165954594
232,13.221590102459574
233,13.07980758618443
234,13.242246771141536
235,13.286602586411764
236,13.331970609880733
237,13.581216191572251
238,13.581216191572251
239,13.700459284190286
240,13.65655283908306
241,13.895734114595593
242,13.512773333952769
243,13.592957419479328
244,13.525268566031782
245,13.72355455061043
246,13.72355455061043
247,13.433082332190384
248,13.438101190907819
249,13.438101190907819
250,13.389492286425593
251,13.503211116312034
252,13.438930545174205
253,13.33572626459451
254,13.528981258524947
255,13.520845151209636
256,13.391590550941212
257,13.74104142339742
258,13.75251631410354
259,13.75251631410354
260,13.75251631410354
261,14.10119281304589
262,14.019806107996235
263,13.942768248184613
264,13.74691039063167
265,13.796296144402358
266,13.999458588036847
267,14.027477255319605
268,13.89344439211514
269,13.89344439211514
270,13.648296176683663
271,13.729030525434773
272,13.966832835892598
273,13.806843164317751
274,13.819567038853686
275,13.584525485080338
276,13.508333239705149
277,13.700018243864186
278,13.942376473542273
279,13.720292789897108
280,13.565722942367596
281,13.817086674139633
282,14.143943113633703
283,13.937019552323624
284,13.937019552323624
285,14.079734788858525
286,14.079734788858525
287,14.347836553358723
288,14.584646242262936
289,14.630802034154994
290,14.736522388867273
291,14.833524126069053
292,14.829120938550227
293,14.829120938550227
294,14.959783829838598
295,14.959783829838598
296,15.258869432615516
297,14.905525085609426
298,15.191852274510484
299,15.282411735538476
300,15.282411735538476
301,15.64348371257392
302,15.437068007458748
303,15.544217940156924
304,15.753168928870693
305,15.918049855855838
306,15.918049855855838
307,16.038997234824677
308,16.347870539782733
309,16.24807275809058
310,16.465039870591145
311,16.739053959455426
312,16.964050191177698
313,16.964050191177698
314,16.780398069772662
315,16.500121215293095
316,16.500121215293095
317,16.616744110688785
318,16.616744110688785
319,16.854080930492028
320,16.963259274023617
321,17.058344926541707
322,17.1356843620898
323,17.15109354767082
324,17.3034868811904
325,17.460886000591792
326,17.666468530263774
327,17.830330733129657
328,17.830330733129657
329,17.422420777390347
330,17.542695444998085
331,17.542695444998085
332,17.799238051161662
333,17.825313570886145
334,17.812295450902973
335,18.072705535770336
336,17.949035274402245
337,18.2107291833372
338,18.2107291833372
339,18.510849436853604
340,18.721770805366237
341,18.721770805366237
342,19.18027517528502
343,19.38751234455805
344,19.38751234455805
345,19.38751234455805
346,19.38751234455805
347,19.000809998326336
348,19.000809998326336
349,19.000809998326336
350,19.186996274283853
351,19.186996274283853
352,19.955736161563816
353,19.955736161563816
354,20.126992599966822
355,20.38080803090956
356,20.68684684118811
357,20.780080870910503
358,20.705925447294785
359,20.580414207959727
360,20.974126076608847
361,20.974126076608847
362,21.261145266568143
363,21.261145266568143
364,21.700251819198613
365,21.700251819198613
366,21.700251819198613
367,21.434284452258645
368,21.34550383411738
369,21.00961025647951
370,21.21150689686675
371,21.348406453119328
372,21.226214307522145
373,21.226214307522145
374,20.934335248128363
375,21.1322936605917
376,21.318792818856878
377,21.430593037483607
378,21.45131383449991
379,21.45131383449991
380,21.518209555375762
381,21.518209555375762
382,21.820650283661863
383,21.963561734270744
384,22.292766647210218
385,21.90650853850387
386,22.10530957133476
387,22.47014743402457
388,22.50123160783173
389,22.50123160783173
390,22.50123160783173
391,22.047803122988512
392,22.374713041855987
393,22.07296475815669
394,21.8285912781363
395,21.590977543888112
396,21.880043457640575
397,22.342021692410608
398,22.236828645388275
399,22.43325459810169
400,22.152317468403886
401,22.431591331304197
402,22.786942256905714
403,22.814610613934725
404,22.681082279994307
405,22.496523967953163
406,22.84455397945937
407,22.694347789704164
408,22.694347789704164
409,22.58535944314509
410,22.597829343315148
411,22.315133581397053
412,23.30319532773757
413,23.335401552371536
414,23.704497741936056
415,23.704497741936056
416,23.704497741936056
417,24.346184957586733
418,24.42184440917337
419,24.3654200774071
420,24.816908062436124
421,25.15268980942509
422,24.34135222076967
423,23.9861633676752
424,24.001135549041773
425,24.001135549041773
426,24.001135549041773
427,23.5258544984735
428,23.09071379908452
429,23.12479353138361
430,22.836555488351866
431,22.836555488351866
432,22.836555488351866
433,22.836555488351866
434,23.36284681982268
435,23.33722064871393
436,23.33722064871393
437,23.28750432170261
438,23.33031842213376
439,23.62409037683364
