,price
0,4.0
1,4.100126582709239
2,4.343317746317913
3,4.3637721012395225
4,4.3637721012395225
5,4.3637721012395225
6,4.3637721012395225
7,4.436140754728597
8,4.521047675851045
9,4.521047675851045
10,4.708247686415841
11,4.708247686415841
12,5.074298086556022
13,5.111534544248984
14,5.1480694434373655
15,5.1480694434373655
16,5.449255043422571
17,5.606512060718115
18,5.561096730425024
19,5.592936374497397
20,5.684028715121875
21,5.725685525027118
22,5.802018308006004
23,5.662934188287243
24,5.740150162583473
25,5.756942033961978
26,5.730765525709241
27,5.633115429392448
28,5.627389894369327
29,5.635961829063152
30,5.635961829063152
31,5.853917788093453
32,6.063151107415006
33,6.059415334262723
34,5.9788387672247305
35,5.917661667791559
36,5.865067147730982
37,6.109859183510902
38,6.202379752462591
39,6.202379752462591
40,6.131514776588923
41,6.131514776588923
42,6.65853553381527
43,6.65853553381527
44,6.576312270714755
45,6.747457706581459
46,6.937885413384826
47,7.139217630943997
48,7.331254776687127
49,7.184075314882017
50,6.970778834312034
51,7.080956001532089
52,7.078745535766887
53,7.078745535766887
54,7.085743505714871
55,7.103267725933537
56,7.268466422104193
57,7.611914587901801
58,7.634784978496027
59,7.771923934011271
60,8.002323296176323
61,7.766275137838564
62,7.76119402694067
63,7.770419524404588
64,7.931018806742438
65,7.899574101018588
66,7.780785784943305
67,7.9250160708540065
68,8.144437349728582
69,8.158966346873138
70,8.158966346873138
71,8.264986717613704
72,8.613203565366057
73,8.620090672287475
74,8.708185505904423
75,8.91064133024327
76,8.844493466359092
77,9.041891653784994
78,9.150074507765288
79,9.352315811712023
80,9.352315811712023
81,9.691120459554543
82,10.010764280744695
83,10.233342586514562
84,10.087554275270678
85,10.087554275270678
86,10.08892161405641
87,9.860448506612043
88,10.024452347542484
89,9.733461544889026
90,9.900657573449607
91,9.706329302218007
92,9.706329302218007
93,9.911820758466837
94,9.769830715521444
95,10.015023703729774
96,10.014851756410769
97,10.25699656626961
98,9.964578916689034
99,10.229330549197096
100,10.443310115254423
101,10.283597579873053
102,10.401895365880426
103,10.215004868374594
104,10.268211383575537
105,10.053460456421648
106,10.053460456421648
107,10.068871248938828
108,10.037584177135331
109,10.037584177135331
110,10.395468311044258
111,10.540366118669649
112,10.250389059846343
113,10.250389059846343
114,10.724483740860203
115,10.724483740860203
116,10.724483740860203
117,10.86805809166729
118,10.959670905336154
119,10.650062409127072
120,10.650062409127072
121,11.219330318289769
122,11.217465833826175
123,11.553502848853093
124,11.553502848853093
125,11.750843802945022
126,11.583925602499187
127,11.293850545193383
128,11.305013984596467
129,11.375566155290626
130,11.375566155290626
131,11.42630746382524
132,11.729606407753934
133,11.729606407753934
134,11.491782402376757
135,11.491782402376757
136,11.491782402376757
137,10.79198348888096
138,10.83287200659506
139,10.839341989317065
140,10.839341989317065
141,10.81297679698828
142,11.128013832111137
143,11.071022823043345
144,11.392045394799881
145,11.392045394799881
146,11.937621164569428
147,12.472043617962965
148,12.325056490758685
149,12.593856573180242
150,12.850114109331287
151,12.865796187580493
152,11.937586317731082
153,12.047067774840428
